"","1972-02-12 07:00:00","1972-02-13 07:00:00","1972-02-14 07:00:00","1972-02-15 07:00:00","1972-02-16 07:00:00","1972-02-17 07:00:00","1972-02-18 07:00:00","1972-02-19 07:00:00","1972-02-20 07:00:00","1972-02-21 07:00:00","1972-02-22 07:00:00","1972-02-23 07:00:00","1972-02-24 07:00:00","1972-02-25 07:00:00","1972-02-26 07:00:00","1972-02-27 07:00:00","1972-02-28 07:00:00","1972-02-29 07:00:00","1972-03-01 07:00:00","1972-03-02 07:00:00","1972-03-03 07:00:00"
"T+56",0.0541111073311178,0.0559523020427739,0.0553443656195066,0.0547872261556627,0.0574652420496125,0.0576101514319115,0.0567555708840417,0.0568100823845672,0.0560988263176385,0.0557553755713943,0.0562176292704605,0.0555613017588946,0.0549403400282056,0.054702763245036,0.0551520667221353,0.0550214694530125,0.054508363226302,0.0542410673317716,0.0537952347689311,0.0542497583290556,0.0572033261061173
"T+57",0.0542142123476278,0.0560105210783231,0.0554172348071508,0.0548736672764553,0.0574876904207449,0.0576292232517672,0.0567946787810875,0.0568479032584062,0.0561535386673398,0.0558183222895276,0.0562695051921331,0.0556289243778746,0.0550230371370592,0.0547912743359103,0.0552296043245576,0.0551021871201424,0.0546016512064874,0.0543409524937088,0.0539061997075653,0.0543494284532531,0.0572318989263307
"T+58",0.0543147621991055,0.0560673456732566,0.0554883393147819,0.0549579933689601,0.0575096151672692,0.0576478513036904,0.0568328632102128,0.0568848319046692,0.0562069440003699,0.0558797559757778,0.0563201444776033,0.055694915844184,0.0551037165846511,0.0548776163292861,0.0553052575444685,0.0551809383811461,0.0546926446633593,0.0544383684074269,0.0540143979685598,0.0544466350521692,0.0572598022659814
"T+59",0.0544128251006906,0.056122810646663,0.0555577241717928,0.0550402595045286,0.0575310286989212,0.0576660460537186,0.0568701465930784,0.0569208899458873,0.0562590747847504,0.0559397146749582,0.0563695777187149,0.0557593174574305,0.0551824306142557,0.0549618458794061,0.0553790748005369,0.0552577740021065,0.0547814039572524,0.054533380675925,0.0541199042939879,0.0545414435556091,0.0572870521328009
"T+60",0.0545084671917233,0.0561769498785199,0.0556254331437873,0.0551205191514044,0.0575519431221704,0.0576838177145191,0.0569065507775066,0.0569560984531681,0.0563099626211498,0.055998235392467,0.0564178346963985,0.0558221693744612,0.0552592299635553,0.0550440179821669,0.0554511031352912,0.0553327432938454,0.0548679876589962,0.0546260529228488,0.0542227911038403,0.0546339174203762,0.0573136641366089
"T+61",0.0546017526124871,0.0562297963384937,0.0556915087738972,0.0551988242301864,0.0575723702480627,0.0577011762518281,0.0569420970535914,0.0569904779615812,0.0563596382690675,0.0560553541268399,0.0564649444048376,0.0558835106458897,0.055334163915935,0.0551241860329781,0.0555213882610068,0.0554058941610991,0.0549524526135636,0.0547164468647552,0.0543231285845039,0.0547241182022436,0.057339653499925
"T+62",0.0546927435773835,0.0562813821136832,0.0557559924224488,0.0552752251669112,0.0575923215998396,0.0577181313907131,0.0569768061692865,0.0570240484850508,0.0564081316720763,0.0561111059010731,0.0565109350747817,0.0559433792512066,0.0554072803496174,0.0552024018821131,0.0555899746037135,0.0554772731496434,0.0550348540008935,0.0548046223800649,0.054420984772976,0.0548121056246312,0.0573650350682628
"T+63",0.0547815004447415,0.0563317384353529,0.0558189243050593,0.0553497709438817,0.0576118084203411,0.0577346926216618,0.0570106983454935,0.0570568295307723,0.0564554719821661,0.0561655247927741,0.0565558341960433,0.0560018121325399,0.0554786257847498,0.0552787158876844,0.0556569053454169,0.0555469254914753,0.0551152453940422,0.054890637574892,0.0545164256370705,0.0548979376441753,0.0573898233201181
"T+64",0.0548680817834563,0.0563808957047019,0.0558803435292408,0.0554225091483599,0.0576308416792008,0.0577508692065043,0.0570437932906666,0.0570888401131746,0.056501687583227,0.0562186439631936,0.0565996685392141,0.0560588452271296,0.0555482454285491,0.0553531769663705,0.0557222224646241,0.0556148951481494,0.05519367881481,0.0549745488459263,0.0546095151518519,0.054981670513364,0.0574140323766615
"T+65",0.0549525444366354,0.0564288835177099,0.0559402881295823,0.0554934860192344,0.057649432079838,0.0577666701841738,0.0570761102149548,0.0571200987674413,0.0565468061137093,0.0562704956851901,0.0566424641766322,0.0561145134985761,0.0556161832186039,0.0554258326420129,0.0557859667752572,0.0556812248523627,0.055270204786978,0.0550564109405305,0.0547003153725174,0.0550633588404041,0.0574376760111454
"T+66",0.0550349435824173,0.0564757306891016,0.055998795101579,0.0555627464917684,0.0576675900662546,0.0577821043763096,0.0571076678438979,0.0571506235626103,0.0565908544884952,0.0563211113701746,0.0566842465026329,0.0561688509669208,0.0556824818644268,0.0554967290921921,0.055848177964034,0.0557459561478751,0.0553448723872823,0.055136277014208,0.0547888865039329,0.0551430556464673,0.0574607676580355
"T+67",0.0551153327921209,0.0565214652754674,0.0560559004341729,0.0556303342405238,0.0576853258296429,0.057797180392709,0.0571384844316929,0.0571804321142657,0.0566338589200161,0.056370521594081,0.0567250402531117,0.0562218907376098,0.0557471828873435,0.0555659111928895,0.0559088946263906,0.0558091294278479,0.0554177292942453,0.0552141986855806,0.0548752869670119,0.0552208124204617,0.0574833204218765
"T+68",0.0551937640858688,0.0565661145975753,0.0561116391410641,0.055696291720555,0.0577026493148094,0.0578119066366311,0.0571685777740474,0.0572095415968379,0.0566758449386458,0.0564187561224059,0.0567648695244285,0.0562736650293948,0.0558103266588017,0.0556334225613293,0.0559681543010146,0.0558707839716768,0.0554888218349748,0.0552902260890122,0.0549595734621167,0.0552966791714583,0.0575053470858995
